p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ATP1A1	3.81178874531794e-06	-0.337148378002236	0.257	0.48	0.124790339944219
DEK	4.19729755259354e-06	1.4853927547765	0.507	0.456	0.137411127276807
GAA	4.24967895803414e-06	-1.33189131675818	0.081	0.255	0.139125989728122
CD47	4.35414326738179e-06	-0.895920315071107	0.199	0.408	0.142545942287545
ANKIB1	4.42786669315538e-06	-0.892623975144154	0.169	0.372	0.144959499800521
CYB5R1	4.52492420656404e-06	-1.09811496661617	0.206	0.405	0.148136968674494
RAB6A	4.53277483997119e-06	-1.02860700434766	0.169	0.364	0.148393982710977
BACH1	4.59890159969297e-06	-0.51311748557852	0.088	0.272	0.150558840570748
TMEM30A	4.71254766671725e-06	-0.704657133125978	0.265	0.475	0.154279385512989
CHCHD2	4.77436096215509e-06	0.764983819393929	0.669	0.62	0.156303029179033
JUND	5.02056771214549e-06	-0.384424941323283	0.125	0.319	0.164363345760219
AHI1	5.04924560277931e-06	-0.723346906669055	0.235	0.446	0.165302202543789
RCAN1	5.08225318748151e-06	-0.81317023749742	0.265	0.487	0.16638280485177
CREBRF	5.13393111623743e-06	-1.10543662102842	0.081	0.255	0.168074636883381
ERGIC3	5.29040247779816e-06	-0.464367745185155	0.294	0.513	0.173197196318156
PAM	5.55366609129081e-06	-0.534713146130381	0.25	0.449	0.181815920496679
MAT2A	5.611396359834e-06	-1.14771141247766	0.118	0.295	0.183705894028246
CDK4	5.713415581143e-06	0.788877594302128	0.765	0.813	0.18704579929546
NAMPT	5.79779505072804e-06	-0.478310664377276	0.375	0.585	0.189808214370735
PRDX4	5.92737609766579e-06	-0.545641041450699	0.346	0.541	0.194050438685382
RP11-91K9.1	5.96773574213172e-06	-1.0491041314046	0.074	0.253	0.195371732725908
ZDHHC9	6.07645244891175e-06	-1.13924824971607	0.14	0.328	0.198930900272473
IKBKB	6.23368544401939e-06	-1.06931009024426	0.081	0.252	0.204078394066307
LEPROT	6.26880358109738e-06	-0.738300269502859	0.213	0.427	0.205228091637966
FGFR1OP2	6.36652706570007e-06	-0.511230286187993	0.382	0.619	0.208427363076889
ARPC3	6.39696303755746e-06	0.711342563000024	0.713	0.702	0.209423775923556
SERPINB2	6.60767348294157e-06	-0.391754334733941	0.272	0.495	0.216322014484541
ITGA5	6.68783243707472e-06	-0.644105501197244	0.301	0.539	0.218946258324952
ZBTB7A	6.83743449715716e-06	-0.684035792614402	0.184	0.378	0.223843930567931
HLA-E	6.96725006081088e-06	-0.382838567473561	0.324	0.557	0.228093832490826
FKBP14	7.0364711774303e-06	-0.306367978319646	0.294	0.521	0.230359993406713
CKAP2	7.06722585018591e-06	2.61841286425157	0.287	0.177	0.231366839883386
ZFC3H1	7.17742764738605e-06	-0.985410909736435	0.088	0.26	0.234974626320124
TM9SF2	7.21447695343595e-06	-1.5396230881933	0.147	0.316	0.236187546501586
MAFG	7.24475893624058e-06	-0.928174845462954	0.184	0.378	0.237178918054644
ANXA5	7.27509597866398e-06	0.719440823155552	0.662	0.664	0.238172092149502
TGFBI	7.4947336033659e-06	-0.502179934625941	0.61	0.797	0.245362588706993
JTB	7.73588960929944e-06	-0.639491343091771	0.257	0.467	0.253257554029245
TSPAN31	7.76212015887453e-06	-0.513496823068428	0.551	0.784	0.254116289761235
FAM109A	7.82229392515623e-06	-0.261810555450178	0.265	0.481	0.256086258521765
DHRS3	7.92799796768953e-06	-0.933276527540633	0.199	0.391	0.25954679746622
PDP1	7.93928355318568e-06	-0.6507687886356	0.162	0.351	0.259916264964193
PNN	8.16053498651807e-06	-0.682811002905669	0.191	0.381	0.267159594388628
CHD9	8.20782226827682e-06	-0.944560211154579	0.176	0.381	0.268707685418847
YPEL5	8.31831935352464e-06	-1.28880391575978	0.103	0.273	0.272325138995689
TMED7	8.65939397905258e-06	-1.28938917092109	0.118	0.293	0.283491240086223
DNAJB9	8.79203568529562e-06	-0.306032563747921	0.11	0.279	0.287833664265208
RIOK3	9.18708880577165e-06	-0.629769124804491	0.221	0.413	0.300766913323352
SMS	9.57163713850059e-06	1.43588625660183	0.522	0.486	0.313356256640232
PRDX1	9.77212747740725e-06	0.702853475773789	0.662	0.634	0.319919909355359
CCDC85B	9.95575280959106e-06	-0.737545444819689	0.243	0.427	0.325931435480392
MIR210HG	1.039742159033e-05	-1.75782305216147	0.088	0.252	0.340390788024223
RSF1	1.07117810363526e-05	-0.410582656334758	0.213	0.432	0.350682287568112
KIAA1715	1.09999496432373e-05	-0.600103201954805	0.213	0.407	0.360116351420302
TRIM25	1.13863594172178e-05	-1.54229187957516	0.096	0.257	0.372766634600875
DDX5	1.15521498702726e-05	-0.784706996853022	0.346	0.587	0.378194282452985
FAM133B	1.17873889012869e-05	-1.12860258598508	0.221	0.418	0.385895537850329
GRPEL1	1.19130484732077e-05	-0.904114397552308	0.154	0.339	0.390009380915874
NR2F2	1.1932414735156e-05	-0.270896883000854	0.235	0.448	0.390643393599536
DTNA	1.19904863089054e-05	-1.75795694802392	0.103	0.272	0.392544540780944
ATP13A3	1.23555997217096e-05	-0.494528108118084	0.265	0.476	0.40449762368933
JUN	1.28011864941022e-05	-0.375061433895191	0.228	0.431	0.419085243443917
RP11-427H3.3	1.28929941046426e-05	-0.46229881480587	0.132	0.32	0.422090840997788
SF1	1.30178885294545e-05	-0.433087237015302	0.213	0.419	0.426179634677281
KMT2A	1.32619677065459e-05	-1.15925311775065	0.206	0.39	0.434170298776899
STEAP2	1.33857125976998e-05	-1.24324438452828	0.11	0.277	0.438221459023496
MAP3K2	1.35207903322798e-05	-0.756940472221524	0.132	0.309	0.442643633898176
NSD1	1.35433279505336e-05	-0.807195836171894	0.154	0.339	0.443381470444569
GNPTAB	1.36500172523141e-05	-1.84748394359525	0.125	0.29	0.446874264806259
PHC3	1.3702346680336e-05	-1.17297782238057	0.096	0.256	0.448587425620839
ITGB5	1.3860583507224e-05	-0.694315912554642	0.162	0.349	0.4537677828595
FBN1	1.42391784097064e-05	-0.353093067845661	0.191	0.391	0.466162222776969
NR3C1	1.43574458556447e-05	-0.490182415475257	0.221	0.429	0.470034062422096
LGALS3BP	1.47451410265056e-05	-0.351974576592613	0.39	0.613	0.482726426925741
FAM20C	1.48881076196064e-05	-0.753332519070106	0.25	0.448	0.487406867250674
PDCD6IP	1.52831555876345e-05	-1.68541462671907	0.096	0.261	0.500339947627978
ZNF827	1.53718787389259e-05	-1.47236864155277	0.132	0.314	0.503244566154957
POR	1.56735579392272e-05	-1.16167627917481	0.096	0.255	0.513120939814419
PIEZO1	1.64806565096345e-05	-0.500413874274889	0.147	0.333	0.539543732812415
TMEM134	1.71850604507819e-05	-1.51272706298402	0.125	0.29	0.562604509037699
LDHB	1.75720947432951e-05	0.967365660014899	0.603	0.565	0.575275237705996
PHF20L1	1.7803260095493e-05	-0.915119241283572	0.169	0.356	0.582843129006249
NUFIP2	1.79900627275932e-05	-0.635953525328658	0.206	0.409	0.588958673575948
FKBP10	1.80007138072739e-05	-1.58108122016223	0.103	0.267	0.589307368622532
KMT2E	1.8463028214091e-05	-0.509989654636349	0.213	0.4	0.604442617672912
PLAGL1	1.88759631329424e-05	-1.36927052730369	0.14	0.308	0.61796128104627
WHSC1L1	1.88967340134578e-05	-0.648769163900273	0.228	0.43	0.61864127813258
MXD4	2.00601638409322e-05	-1.05520543522445	0.154	0.319	0.656729643824439
UXS1	2.04347712671817e-05	-0.414461166110698	0.221	0.415	0.668993541744993
RPLP0	2.11578274756231e-05	0.58961189444041	0.794	0.785	0.692664955896949
NFKBIZ	2.17370478320169e-05	-0.257173562109847	0.14	0.315	0.711627471924571
PNRC1	2.20748698063601e-05	-0.582936773866929	0.221	0.398	0.722687087720618
FNBP4	2.26311288358651e-05	-1.03036466755627	0.14	0.309	0.740897895828553
GINM1	2.29874491434842e-05	-0.466685009962282	0.221	0.414	0.752563110059384
YIPF4	2.31901279696529e-05	-0.478055419221157	0.154	0.332	0.759198409470496
PURB	2.32655223661837e-05	-1.35984670540233	0.125	0.295	0.761666671224123
TM2D1	2.37756692105941e-05	-1.24010852158497	0.14	0.318	0.778367858616431
ATP6AP1	2.40456797455632e-05	-0.351166894087684	0.243	0.447	0.787207463510248
TP53BP1	2.41701867557695e-05	-0.567426691596286	0.103	0.266	0.791283574010382
NBEAL1	2.56808959562147e-05	-0.635506978283072	0.213	0.41	0.840741171814555
RNF13	2.57932162632668e-05	-0.634286050851467	0.147	0.332	0.844418314026829
ATM	2.65042694611989e-05	-0.76772394840017	0.11	0.275	0.86769677362073
ECM1	2.65792913644419e-05	-1.40658042290808	0.103	0.267	0.870152840689098
BRI3	2.71364579797785e-05	0.76474289597671	0.691	0.653	0.888393361341988
TEAD1	2.74796332104855e-05	-1.27079173293872	0.147	0.316	0.899628232044875
NCL	2.75069453254916e-05	1.49005000843215	0.551	0.503	0.900522376065944
RAB3GAP2	2.75750955046812e-05	-1.1348768736953	0.096	0.252	0.902753476632253
ITFG1	2.8074288907601e-05	-0.472658181238025	0.118	0.276	0.919096070257042
SUMF1	2.82043674984873e-05	-0.497119773951551	0.118	0.287	0.923354583165479
NPM1	2.83305260607698e-05	1.04498881360029	0.676	0.666	0.927484762177483
FYN	2.83360930939813e-05	-0.418949072542424	0.169	0.346	0.92766701571076
MYCBP2	2.84725680403164e-05	-0.796897071340757	0.184	0.366	0.932134932503879
RPS20	2.84939046182223e-05	0.545064132228525	0.772	0.731	0.932833449391361
DNASE2	2.863949785291e-05	-0.489703430656746	0.125	0.298	0.937599880708567
DPY19L1	3.02168519159287e-05	-1.12475610642557	0.162	0.34	0.989239298023672
SLC39A8	3.02220679817465e-05	-1.18731956573817	0.147	0.312	0.989410061586415
MPZL1	3.03255370705794e-05	-0.834289249398029	0.206	0.392	0.992797432616629
TMEM245	3.04654950580823e-05	-0.567643417375728	0.169	0.347	0.997379377211497
LAMC1	3.06587856968984e-05	-0.490158175887314	0.199	0.386	1
STC1	3.11475989958666e-05	-0.525957897959342	0.625	0.771	1
SLC35E2B	3.15673189823362e-05	-0.765556967962023	0.096	0.259	1
VPS13A	3.18702657495073e-05	-1.97919575941063	0.11	0.262	1
WIPI1	3.22246089602448e-05	-1.1054217425404	0.103	0.264	1
HGS	3.25534034928632e-05	-0.252974116540125	0.125	0.291	1
SMIM14	3.31395738457253e-05	-0.793863835837543	0.132	0.303	1
FKBP11	3.44734072789452e-05	-1.14558146464425	0.118	0.282	1
MYO1B	3.54623708796883e-05	-0.515337000469692	0.235	0.423	1
PTPN14	3.56528205318568e-05	-0.541751310136254	0.235	0.43	1
LMO4	3.62941291432407e-05	-0.764576966591168	0.169	0.353	1
KIAA1244	3.62961562336066e-05	-1.18978532833098	0.103	0.258	1
PKM	3.67571610732433e-05	0.657424986930062	0.713	0.734	1
SLC30A7	3.67984805218946e-05	-1.14448763256646	0.11	0.27	1
TGOLN2	3.71841283747327e-05	-0.436573828647216	0.316	0.544	1
CCDC47	3.72307923822225e-05	-0.941352803994422	0.176	0.359	1
GGNBP2	3.79029078677975e-05	-0.326000576752633	0.162	0.354	1
PLXNB2	3.88190830563379e-05	-1.49612167766845	0.147	0.306	1
AKAP13	3.96426009309819e-05	-1.12516657758529	0.14	0.293	1
TMEM123	4.0259261829357e-05	-0.267762989197017	0.228	0.411	1
ABI3BP	4.06187924422215e-05	-0.416391474912645	0.199	0.388	1
CCDC34	4.06510233098359e-05	2.11080597737293	0.309	0.192	1
TARSL2	4.10950541979317e-05	-0.802535798333342	0.228	0.425	1
PREPL	4.14399056125051e-05	-0.272601646557874	0.154	0.322	1
PRPF4B	4.20460697647904e-05	-0.706184894448883	0.184	0.369	1
CD81	4.26205689480922e-05	-0.34689837538295	0.397	0.585	1
GANAB	4.28169006071402e-05	-0.371942313076321	0.279	0.499	1
COLGALT1	4.46653608482194e-05	-0.324200304965771	0.213	0.397	1
COL6A3	4.60629080850983e-05	-0.938887659349287	0.11	0.275	1
CDC42BPA	4.69663177674895e-05	-1.19722892255261	0.176	0.353	1
CYCS	4.72680045565498e-05	1.15107338734817	0.537	0.533	1
HSD17B12	4.76562476574088e-05	-0.381054028207334	0.235	0.426	1
FNTA	4.83350930031582e-05	-1.09869696600926	0.14	0.309	1
DAB2	4.85178816912262e-05	-0.479789670300385	0.206	0.383	1
CYB561A3	4.86469353354688e-05	-1.04148315007708	0.132	0.296	1
CFL1	4.90580599359186e-05	0.814110551099803	0.61	0.59	1
CKS2	5.11200016776393e-05	2.50579632314021	0.301	0.206	1
ADAR	5.18237619891973e-05	-0.559976272547604	0.184	0.357	1
TMSB10	5.30213552023641e-05	0.55355460810939	0.86	0.9	1
RPLP1	5.33503831372153e-05	0.408598381367993	0.912	0.925	1
HOTAIRM1	5.34349817775329e-05	-0.53964395330166	0.272	0.482	1
GSTP1	5.36083199319593e-05	0.785391037065271	0.647	0.629	1
SLC43A3	5.40793669036256e-05	-0.491934831182024	0.221	0.401	1
RBM26	5.48080832896456e-05	-0.553961326047495	0.162	0.34	1
PLOD2	5.63336268886642e-05	-0.413417562448009	0.419	0.651	1
RPL35	5.73025630975027e-05	0.697973803664463	0.706	0.702	1
KLHDC10	6.16838833153901e-05	-0.619645304758283	0.14	0.308	1
ARID4B	6.2472341634801e-05	-0.437218521089127	0.169	0.344	1
SUCO	6.25308058255903e-05	-0.800058974618407	0.11	0.265	1
DNAJC3	6.41271281224935e-05	-0.750172066193893	0.169	0.339	1
RDH11	6.49326446511536e-05	-1.09434325076932	0.147	0.314	1
UBE2Z	6.51131214718396e-05	-0.359501026741012	0.228	0.416	1
RPS28	6.57787874037715e-05	0.396706660056876	0.853	0.813	1
EMC1	6.60733092241182e-05	-1.00595058491639	0.118	0.272	1
USP53	6.62880812871386e-05	-0.796410461556373	0.14	0.296	1
LSM5	6.63296976626502e-05	1.13345327669938	0.507	0.51	1
MAN2A1	6.65085809000273e-05	-0.819017846804147	0.176	0.343	1
ITM2C	6.69407497741814e-05	-0.560392445394619	0.184	0.353	1
IGBP1	6.71321797548662e-05	-0.998658053298338	0.118	0.271	1
TRAM1	6.7514635034414e-05	-0.591968486306736	0.294	0.49	1
CCND3	6.87122183025423e-05	1.29148869175991	0.515	0.494	1
CEP350	6.92042918191364e-05	-0.711061597747005	0.184	0.364	1
SPG7	7.07307859703854e-05	-1.33735360736304	0.103	0.254	1
FAM3A	7.14902843135499e-05	-1.53673984354953	0.103	0.253	1
HERC2	7.38938732841816e-05	-1.68056607297891	0.11	0.256	1
VAMP2	7.43744382162025e-05	-0.351279241346292	0.118	0.282	1
CASC4	7.48950761555655e-05	-0.532561247441946	0.294	0.502	1
NCSTN	7.52650455095114e-05	-0.858936478234382	0.169	0.327	1
MBOAT7	7.60572486156498e-05	-0.363542306269164	0.213	0.405	1
SLC38A2	7.62790910976368e-05	-0.312204587352242	0.235	0.422	1
EGLN1	7.64022815928766e-05	-0.363083609701573	0.14	0.318	1
IL32	7.71257789722461e-05	-0.730216931111164	0.154	0.32	1
TMEM45A	8.04766886161432e-05	-0.555637423351425	0.125	0.288	1
ASAH1	8.17350874182437e-05	-0.406977996232729	0.243	0.423	1
CRIM1	8.27434745170992e-05	-0.492905834100541	0.184	0.362	1
KIF20B	8.36924471690449e-05	2.04716399112516	0.265	0.165	1
SCD	9.02680674022775e-05	-0.588817841147375	0.287	0.466	1
PSG4	9.21451180550269e-05	-0.254715705523146	0.184	0.357	1
CHD2	9.28923662314545e-05	-0.355777104515943	0.265	0.476	1
UQCC2	9.44094393649819e-05	1.07025664916719	0.566	0.609	1
LPP	9.57154086612147e-05	-0.271331392701774	0.213	0.402	1
PRCP	9.76388986146535e-05	-0.300444745347028	0.118	0.275	1
DHRS7	9.80317300649327e-05	-0.598141893919023	0.169	0.342	1
GOLGA2	9.89728664175672e-05	-0.79614773553861	0.11	0.258	1
IGFBP7	0.000100143611764038	-0.697978429409609	0.169	0.329	1
ELF2	0.000103948053860316	-0.526794243639834	0.199	0.378	1
SNHG7	0.000106427508192521	-0.793234038929731	0.11	0.259	1
NUMB	0.000107234476165164	-0.593929190188691	0.147	0.31	1
HSP90B1	0.000107485624212613	-0.486367166152129	0.669	0.823	1
S100A11	0.000109518138266325	0.651692099876926	0.676	0.704	1
TUBA1C	0.000110259565705055	1.77934282700324	0.404	0.34	1
ZBTB38	0.000110438237891796	-0.421743861470032	0.412	0.63	1
MLXIP	0.000110968485291689	-1.12531331028487	0.132	0.284	1
TMEM181	0.000117064940801057	-0.647466205082834	0.14	0.298	1
TMEM87B	0.000117740098829322	-1.02856271462728	0.11	0.253	1
IL6	0.000118557657095255	-0.254798195648776	0.279	0.483	1
EIF5A	0.000119536927046361	0.92391802778852	0.544	0.541	1
CCL2	0.0001197150503699	-0.296728612261615	0.132	0.29	1
COL5A2	0.000121804721425917	-0.482302496046466	0.147	0.309	1
TUG1	0.000123504949544136	-0.709884167966123	0.118	0.269	1
SUMF2	0.000123621894192652	-0.31166245929053	0.199	0.377	1
ELP2	0.000123802583318793	-0.907657704716647	0.125	0.281	1
DCN	0.000124498261318061	-0.418507843273723	0.11	0.262	1
GM2A	0.000124531253781969	-0.80024945630971	0.11	0.26	1
PROS1	0.000128154372728479	-0.352173002490497	0.125	0.286	1
PDXK	0.00012986448221362	-0.616859621579301	0.235	0.407	1
CIRBP	0.000131011379025263	-0.288367210975367	0.25	0.431	1
SIL1	0.000131257177080614	-0.335773086867828	0.213	0.393	1
GPBP1	0.000132129814384678	-0.627043156133469	0.191	0.36	1
YBX1	0.000134306804367449	0.708719663831354	0.64	0.637	1
FSTL1	0.000134468633222727	-0.324894783746405	0.39	0.605	1
CCDC107	0.000135568042764936	-1.04592040584274	0.14	0.292	1
S100A16	0.000137824829820579	1.23167431246166	0.5	0.467	1
HELZ	0.000142193214096815	-0.938951896627663	0.118	0.262	1
OAZ1	0.000143563654156783	0.560505559353759	0.706	0.712	1
FGFR1	0.000144237186932397	-0.49595334574661	0.294	0.495	1
NPC1	0.000144684841927418	-0.356148626110914	0.206	0.38	1
ANP32E	0.000147633420947548	2.10632840488154	0.338	0.259	1
CABIN1	0.000151647777187284	-0.634045471337173	0.125	0.279	1
CCDC14	0.00015191944999381	-0.969628199243388	0.147	0.297	1
B4GALT7	0.000154874936645744	-0.503532862181707	0.184	0.353	1
ASCC3	0.000155558795529502	-0.885225613323458	0.14	0.286	1
RPSA	0.000157293794841602	0.624421576941304	0.662	0.643	1
ENO1	0.000158933221932069	0.572051614175192	0.647	0.663	1
SAT2	0.000160439780329889	-0.693101587739635	0.191	0.355	1
CASP4	0.000160763202347084	-0.522375056647395	0.147	0.313	1
PGK1	0.000161693804449291	0.56336176298446	0.706	0.699	1
TMBIM6	0.00016335633976038	-0.391526913520347	0.456	0.656	1
MFSD10	0.0001678461682891	-0.376604430377767	0.199	0.368	1
LARP4	0.000169222642001927	-1.16470141382817	0.132	0.283	1
GPATCH8	0.00016958540690618	-1.18927714656049	0.125	0.265	1
VPS13C	0.000171237326846796	-0.474008217478113	0.213	0.383	1
ALG3	0.00017144026682869	-0.878626968305851	0.147	0.299	1
HMGN2	0.000176209845250642	1.87520124871144	0.382	0.317	1
TMEM66	0.000177438248115292	-0.281623308345739	0.36	0.548	1
TMEM243	0.000180840298957581	-0.95998508674531	0.11	0.254	1
RPL41	0.000182623068290164	0.442182252379918	0.831	0.813	1
LIMS1	0.000192100144228714	-0.260806731872163	0.257	0.433	1
SNRPD3	0.000192412797135586	1.00632683227409	0.529	0.526	1
COX8A	0.000192597225855322	0.988342100814894	0.537	0.503	1
TMBIM4.1	0.000193993025810638	-0.430011882986389	0.868	0.936	1
RP11-611E13.2	0.000199358468975125	-0.574458514004946	0.199	0.363	1
DNAJB14	0.000205466621688233	-0.662191333427739	0.191	0.358	1
SEC61G	0.000207310116382469	0.56293263982087	0.676	0.629	1
TMED4	0.000216790201830302	-0.377143811654417	0.301	0.488	1
CCNI	0.000218851830678132	-0.257372664782133	0.324	0.495	1
TRAM2	0.000219925423978532	-0.362505937594787	0.14	0.291	1
CD44	0.000220224852921611	-0.293559260821463	0.478	0.702	1
IL6ST	0.000220805813179368	-0.260016092971222	0.382	0.593	1
MAGED1	0.000222947279449831	-0.597014645094778	0.162	0.321	1
FBXO9	0.000227940219897747	-0.686986075910436	0.154	0.31	1
DCAF6	0.00022873484095999	-0.313134826238381	0.125	0.276	1
ZNF281	0.00023396663889245	-0.392202970629715	0.132	0.28	1
SUGP2	0.00023990676421225	-0.793041037890456	0.125	0.266	1
AIG1	0.000242727749423739	0.336783518703224	0.176	0.351	1
RPS24	0.000245131999507297	0.479292656178973	0.772	0.765	1
RAB1A	0.000245486801871994	-0.348629868312791	0.213	0.386	1
EMC7	0.000248086381922302	-0.309970350211127	0.265	0.46	1
ME1	0.000249422032965826	-0.292411982804979	0.294	0.496	1
SRPX	0.000256231075985769	-0.646006128518228	0.184	0.336	1
MGEA5	0.000256357388835267	-0.817065590102699	0.147	0.296	1
TRIP12	0.000256705346188797	-0.271904575281975	0.199	0.375	1
HINT1	0.00025759282050968	0.591199171111662	0.669	0.661	1
MXI1	0.000274301580321448	-1.02983822005646	0.125	0.266	1
ESCO1	0.00027679482673632	-0.507617135270818	0.11	0.252	1
TUBB4B	0.000279134789453459	1.65980961655398	0.368	0.297	1
IQGAP1	0.00028750446788729	-0.313703636228339	0.279	0.498	1
HYOU1	0.000291168294787608	-0.84497910007819	0.14	0.29	1
RPS14	0.000292071297644487	0.376523031315043	0.86	0.852	1
YWHAE	0.000297353535856427	1.00532657115517	0.551	0.56	1
SCAND1	0.000299078266145313	-0.391255317964595	0.221	0.4	1
LOX	0.000302705276027991	-0.349833352431465	0.544	0.728	1
YIPF5	0.000303219140721021	-0.347508310566258	0.25	0.43	1
RANBP1	0.000308709827479107	1.35874500889361	0.449	0.434	1
BAZ2A	0.000310151760012641	-0.524757275487486	0.118	0.264	1
VPS37A	0.000310746718825054	-0.28820688980168	0.154	0.311	1
TATDN1	0.000315940412412297	-0.306816470712338	0.176	0.331	1
PSMC1	0.00032101173731006	1.66814661348866	0.404	0.333	1
HSPD1	0.000327260145959557	0.943425162757379	0.596	0.6	1
CACYBP	0.000339736658091313	1.29781421798061	0.463	0.413	1
RSRC2	0.000352945857354249	-0.285575475679216	0.176	0.332	1
DEGS1	0.000358920804058575	-0.287790817407998	0.235	0.419	1
PSMC5	0.000359372333722362	1.21957138592632	0.478	0.421	1
TSC22D1	0.000360199403967322	-0.447027491742663	0.184	0.337	1
ANKRD28	0.000374476173812938	-1.02344549169091	0.176	0.325	1
PRKD3	0.000376348537726509	-0.340856342884562	0.118	0.259	1
ARMC10	0.000377215779718642	-0.781712905784302	0.132	0.271	1
SCG5	0.000389834605703968	-0.460009661516156	0.419	0.596	1
TMEM50A	0.000390682031174936	-0.495915194372534	0.243	0.421	1
AAK1	0.000390806377613433	-0.273118061968861	0.243	0.413	1
IFRD1	0.000395165833878618	-1.26199973085158	0.125	0.253	1
MAGED2	0.000395491493834903	-0.299556087927917	0.147	0.294	1
AMPD2	0.000397924241517038	-0.886536867059242	0.125	0.256	1
ANKRD17	0.000405589653472025	-0.645966652602429	0.125	0.259	1
TIMP1	0.000408573180542351	-0.562462687391109	0.721	0.827	1
SREK1	0.000411260409959694	-0.902904493311302	0.176	0.319	1
DHX32	0.000411976702189412	-0.603448601360415	0.118	0.254	1
CTTN	0.000419871047335857	-0.280234082186381	0.301	0.502	1
LONP2	0.000425409675653954	-0.808017330320453	0.162	0.3	1
NDST1	0.000436426670614023	-0.328574530245631	0.147	0.298	1
CCT2	0.000436702853500669	0.921758100537553	0.64	0.698	1
PDLIM5	0.000441148368563099	-0.625726027755245	0.118	0.256	1
HMGB1	0.000446090212454436	1.47982776977683	0.493	0.52	1
BMPR2	0.000450500594126397	-0.839102493434061	0.125	0.251	1
IL10RB	0.000453023380327587	-0.33591082585414	0.169	0.329	1
VIM	0.000454834221490854	0.626514130080211	0.735	0.768	1
CHID1	0.000456604235507307	-0.265785097178841	0.154	0.301	1
CHM	0.000457350094204647	-0.925863708236781	0.154	0.296	1
RAB22A	0.000466379321095818	-0.696606060194181	0.169	0.324	1
TMEM131	0.000478136013989454	-0.412504325253983	0.132	0.265	1
TNRC6A	0.000484173245393312	-1.17515895126271	0.14	0.276	1
TMBIM1	0.00048740364466858	-0.536220008329362	0.125	0.262	1
MESDC2	0.000490852107492475	-0.387613305318099	0.243	0.423	1
LINC00657	0.000494653723919543	-0.251231751674182	0.346	0.522	1
SMURF2	0.000495393978017119	-0.588474466127798	0.228	0.394	1
BRD2	0.000497615848205398	-0.388621527477586	0.154	0.3	1
OGFR	0.000515098222803315	-0.389292889357042	0.14	0.278	1
RANBP2	0.00051534154459446	-0.82969978376683	0.154	0.304	1
ARID5B	0.000527191805001894	-0.543752220140609	0.125	0.257	1
LYPLA1	0.0005367100633514	-0.434363276789528	0.243	0.416	1
ALDOA	0.000538256465255996	0.53168031725596	0.713	0.718	1
DERL2	0.000538783661891537	-0.673782392002608	0.132	0.271	1
TOR1AIP2	0.000541583371183065	-0.318414448833833	0.265	0.446	1
SUMO2	0.000554609401298487	0.979304501594097	0.522	0.495	1
ABI2	0.000555973297217115	-0.447004869182031	0.184	0.33	1
PTPRA	0.000561495811095732	-0.513813705298348	0.221	0.384	1
UBR5	0.000564434990372234	-0.529180935061535	0.199	0.343	1
TMED10	0.000580039317720092	-0.399834829855742	0.316	0.49	1
UBA6	0.000581700204989707	-0.375044188188643	0.324	0.497	1
SAMD4B	0.000592164459579123	-0.787507663559557	0.25	0.402	1
PTX3	0.00059638186005388	-0.607370245640752	0.809	0.896	1
GORASP2	0.000606241585450447	-0.35723438449175	0.154	0.292	1
USP34	0.000606755197648547	-0.263598082530443	0.257	0.418	1
SMC4	0.000618999059026999	1.69344835196124	0.324	0.243	1
MYL6	0.000625264902520711	0.622417852538376	0.669	0.688	1
UBR4	0.000648415661902592	-0.669384017639592	0.25	0.413	1
AKAP11	0.000651987038004943	-0.493500644458848	0.169	0.305	1
SPEN	0.0006809031569457	-0.956248123587199	0.169	0.307	1
GGH	0.000682684039840912	-0.432642224883858	0.301	0.474	1
CST3	0.0006920951648588	-0.370451672289672	0.478	0.628	1
LRRC28	0.000701616944263717	-0.459285187137656	0.265	0.431	1
CKAP4	0.000704473905661995	-0.326758800394709	0.478	0.675	1
TIMP3	0.000719992904239697	-0.750385038808118	0.243	0.391	1
TMEM259	0.000730447428656407	-0.533132229496647	0.221	0.381	1
HP1BP3	0.000736461760135989	-0.296726399529668	0.257	0.444	1
PHF14	0.000741397498304271	-0.341962921189229	0.169	0.318	1
C1GALT1C1	0.000752297430578738	-1.25977500142541	0.147	0.272	1
EWSR1	0.000758670918470154	-0.590606167537054	0.169	0.304	1
CYR61	0.000762768083308778	-0.332145144926683	0.316	0.504	1
P4HA1	0.000763176453264487	-0.288737322418035	0.419	0.594	1
TPI1	0.000764718677418675	0.478651181747333	0.721	0.697	1
RBBP6	0.000775061780290871	-0.802109331991851	0.14	0.268	1
ERC1	0.000775595713101924	-0.506659427348293	0.132	0.263	1
USP8	0.000782764995715004	-0.687486023958048	0.132	0.26	1
CREG1	0.000811360738520848	-0.333214346351874	0.301	0.452	1
MYO6	0.00081327974254066	-1.0997010298519	0.125	0.251	1
VEGFC	0.000837279910952935	-0.454710401813569	0.191	0.338	1
PELO	0.000844790714981773	-0.572880492930891	0.154	0.291	1
KDM2A	0.000845941296111821	-0.927072257257887	0.132	0.263	1
YEATS4	0.000864370986457114	1.11175327092795	0.544	0.592	1
VPS29	0.000868074249883885	0.864297873019972	0.581	0.635	1
STK4	0.000906208683271183	-0.691354256334513	0.199	0.342	1
PSMD2	0.000933421183790746	0.893997792152379	0.588	0.622	1
SRGAP1	0.00095798985117452	-0.870796342165163	0.169	0.304	1
