p_val	avg_log2FC	pct.1	pct.2	p_val_adj
EMG1	1.65609926584263e-63	0.667302504378792	0.495	0.288	5.42173777651559e-59
UQCR10	2.23124236333921e-63	0.3901918264818	0.929	0.734	7.30464124909991e-59
GART	2.29603683592132e-63	0.535047901668994	0.445	0.239	7.51676539343921e-59
SAP30	2.44450310953189e-63	0.816310780335323	0.402	0.217	8.00281427998552e-59
RBM17	2.69310725571408e-63	0.576957138840362	0.569	0.355	8.81669453375676e-59
LRR1	2.83077640891195e-63	1.18155392184677	0.253	0.105	9.26739580749596e-59
GMPS	3.27514278554974e-63	0.528673172234248	0.678	0.46	1.07221624513327e-58
SF3A3	3.30021085898035e-63	0.57263210265141	0.539	0.329	1.08042303101299e-58
PSMG3	3.36748042399725e-63	0.463760981422651	0.7	0.478	1.10244574120822e-58
MRPS10	3.46506108115519e-63	0.54876041948651	0.663	0.443	1.13439169674859e-58
GCSH	3.67928903681834e-63	0.618938399247385	0.562	0.355	1.20452564487359e-58
RRS1	4.51713467485195e-63	0.972805432338384	0.311	0.146	1.47881954985303e-58
NUDT1	4.77604743632461e-63	0.671186069394133	0.523	0.321	1.56358240970395e-58
OLA1	5.61371519953428e-63	0.525113445503191	0.647	0.428	1.83781808202353e-58
SPATS2L	6.27548164087865e-63	0.576075907424668	0.578	0.371	2.05446717959085e-58
SSX2IP	6.57872164295028e-63	0.899207159643126	0.335	0.163	2.15374189146906e-58
UBE2L3	7.41152692102511e-63	0.458279172363769	0.82	0.606	2.4263856834052e-58
CDC123	7.74759851903641e-63	0.673684804444919	0.471	0.271	2.53640880316214e-58
RPA2	8.90434549925034e-63	0.681814051061835	0.443	0.249	2.91510462954458e-58
PCMT1	1.34016701331362e-62	0.511465364014517	0.663	0.445	4.38743876818614e-58
TFAM	1.41565918612321e-62	0.633806059572888	0.504	0.303	4.63458504353016e-58
MED10	1.43189794994472e-62	0.437204620110459	0.786	0.562	4.68774750852904e-58
ILF3	1.44256841196271e-62	0.527250031347008	0.661	0.442	4.72268046708351e-58
TMEM132A	1.56873410764443e-62	-1.3777742700332	0.433	0.547	5.13572172160633e-58
RPS15	1.63657658660856e-62	0.302610922650082	0.978	0.886	5.35782442923909e-58
HNRNPDL	1.9144741376958e-62	0.451383046179025	0.711	0.492	6.2676054319885e-58
IFT81	2.25633578013465e-62	0.511276225682995	0.815	0.626	7.38679207700481e-58
HINT1	2.51896617301293e-62	0.324165676572739	0.972	0.845	8.24659145720972e-58
MATR3	2.7646062474141e-62	0.462133534820264	0.772	0.573	9.05076793278429e-58
BCCIP	3.77431920621215e-62	0.599167113626989	0.489	0.286	1.23563662172974e-57
PRDX6	4.36637254159729e-62	0.41976204151679	0.832	0.613	1.42946304266812e-57
BRD7	4.68249695843843e-62	0.587967415962392	0.599	0.385	1.53295585425357e-57
KHSRP	4.7430331246961e-62	0.59485860935099	0.502	0.295	1.55277418436301e-57
ARPC5	5.1911996094492e-62	0.41975119107881	0.857	0.665	1.69949492814148e-57
MAGOHB	5.50677829058427e-62	0.727526613079537	0.422	0.236	1.80280907677148e-57
NDUFAB1	7.24188982165777e-62	0.434518666917762	0.825	0.619	2.37084988981432e-57
SARS	8.13032973100565e-62	0.523373072708765	0.71	0.502	2.66170734733663e-57
PEG10	8.56363969212758e-62	0.646558235163516	0.472	0.275	2.80356436240873e-57
CKLF	8.90747994468885e-62	0.57080134065214	0.657	0.447	2.91613078429224e-57
SNRNP40	1.02446238855838e-61	0.789069039971742	0.399	0.216	3.35388496766241e-57
DIAPH1	1.06641093312769e-61	0.462186250273249	0.699	0.479	3.49121611287344e-57
TNFRSF12A	1.75521817895931e-61	0.391324028572321	0.879	0.689	5.746233274277e-57
CKAP5	3.0957174774066e-61	0.718476735933053	0.393	0.209	1.01347598775337e-56
PHGDH	5.14450282870963e-61	0.64672117201116	0.412	0.221	1.68420733606296e-56
GNG5	5.65029114204956e-61	0.409858974091934	0.881	0.666	1.84979231408419e-56
PCBP1	5.68102250965415e-61	0.42288655682878	0.825	0.626	1.85985314921058e-56
GAPDH	6.66691026210749e-61	0.260513481015876	0.991	0.967	2.18261308160875e-56
GRK6	6.76307230041787e-61	0.79322930266956	0.406	0.221	2.2140946097108e-56
TFDP1	7.55726918367577e-61	0.58850116671905	0.529	0.325	2.47409878535177e-56
KPNA3	9.45639500051342e-61	0.581889465146557	0.598	0.388	3.09583459526808e-56
SHMT2	9.5436170622897e-61	0.620390838507468	0.517	0.314	3.1243893538524e-56
H1FX	1.04793138378265e-60	0.608677877285726	0.508	0.304	3.43071776422765e-56
PRPS1	1.14118517554674e-60	0.628232510573444	0.426	0.234	3.73601202770493e-56
TRIP13	1.21357731070913e-60	0.651753828504356	0.347	0.171	3.97300939979955e-56
ARL4A	1.22901397282057e-60	0.613673488312178	0.497	0.302	4.02354594421998e-56
ACOT7	1.2794473329139e-60	0.716948353634011	0.422	0.235	4.18865467849351e-56
GNAI3	1.56896751563889e-60	0.566179499403242	0.58	0.368	5.1364858526986e-56
MRPS26	1.76071089213228e-60	0.575434272507669	0.601	0.392	5.76421531866266e-56
PSMG2	1.92642316261715e-60	0.597182643363174	0.557	0.353	6.30672414977601e-56
PSMC4	2.00094054691921e-60	0.472203480560963	0.71	0.489	6.55067916250412e-56
SETD8	2.35003142095911e-60	0.748626947404919	0.39	0.209	7.69353286593595e-56
NCAPG2	3.31361124312679e-60	0.84270093888824	0.29	0.132	1.08481004877485e-55
SAE1	4.08434468639549e-60	0.646888103130612	0.421	0.232	1.33713276343215e-55
EHD4	4.09785575402698e-60	0.857325043442293	0.331	0.165	1.34155601675335e-55
ELAVL1	4.9533571340255e-60	0.474667122290605	0.555	0.343	1.62163005853727e-55
PYURF	5.70372363525541e-60	0.458184988196006	0.826	0.613	1.86728504370992e-55
LAS1L	5.98415243529528e-60	0.701153356386493	0.376	0.197	1.95909182426697e-55
CBX5	6.46059607365092e-60	0.432763170040683	0.663	0.447	2.11506994259184e-55
HSPH1	8.82630928912224e-60	0.432607049581997	0.807	0.619	2.88955713507284e-55
MSN	8.89658803569319e-60	0.391791114513074	0.899	0.705	2.91256499112524e-55
HPRT1	9.87621142070401e-60	0.595862393984517	0.543	0.339	3.23327409491008e-55
PSMC2	9.97797994117306e-60	0.467345603139472	0.723	0.51	3.26659107314124e-55
DENR	1.25518008681685e-59	0.475241035298677	0.651	0.438	4.10920856822101e-55
DAZAP1	1.32662056126469e-59	0.505142791640837	0.557	0.35	4.34309039346836e-55
H2AFY	1.64088078974608e-59	0.422179095334692	0.773	0.567	5.37191552947073e-55
UBE2D2	2.06221740204898e-59	0.502965241407981	0.722	0.508	6.75128733082797e-55
OS9	4.3771864839344e-59	-0.397907992824364	0.978	0.971	1.43300331111044e-54
ARHGAP18	4.79108820209892e-59	0.644664861786879	0.496	0.298	1.56850645560315e-54
RPF2	4.97955742039544e-59	0.661502420861465	0.445	0.254	1.63020750828906e-54
FUBP1	5.70523589610325e-59	0.550721703519514	0.488	0.288	1.86778012766628e-54
METAP1	7.18582518530924e-59	0.681288674057235	0.422	0.237	2.35249544916654e-54
UCHL1	8.40422565032891e-59	0.288028928928938	0.971	0.865	2.75137539340468e-54
PKM	9.34248990602246e-59	0.254989351992359	0.986	0.92	3.05854434543363e-54
RNPS1	1.74075937365362e-58	0.43348570091017	0.634	0.417	5.69889803746724e-54
UBE2V2	2.22167610388619e-58	0.456888260668583	0.729	0.511	7.2733232289026e-54
RRP1B	2.46171029974387e-58	0.56863360953904	0.476	0.278	8.05914717930149e-54
MRPL51	2.77154285610057e-58	0.413655843569716	0.866	0.666	9.07347700230203e-54
UBTF	3.75350188738889e-58	0.596365719229231	0.464	0.27	1.22882144789338e-53
AATF	4.66883123554091e-58	0.601455048283639	0.469	0.272	1.52848196989138e-53
CIT	5.55684377276268e-58	0.491676930470724	0.34	0.168	1.81919951432705e-53
CTSB	5.67032893921587e-58	-0.562660219790457	0.856	0.821	1.85635228812049e-53
PFDN1	6.25201836502721e-58	0.513364180055262	0.616	0.407	2.04678577234261e-53
PSMD3	6.96618620438651e-58	0.449238895539357	0.738	0.529	2.28059003959206e-53
PNPT1	7.02597180031749e-58	0.601393216409927	0.385	0.205	2.30016264798794e-53
DYNLT1	7.21296519301523e-58	0.39491220670541	0.853	0.65	2.36138054488933e-53
ARL6IP4	9.52682494318677e-58	0.378493939792544	0.887	0.695	3.11889194990049e-53
PUF60	1.11033419927611e-57	0.530722712402005	0.598	0.398	3.63501210159013e-53
LARP1	1.1319326670473e-57	0.429388011335675	0.784	0.577	3.70572116537944e-53
NIFK	1.156685561769e-57	0.621332170646651	0.483	0.29	3.78675719211936e-53
S100A16	1.44291382442624e-57	0.420068088987682	0.852	0.649	4.72381127840662e-53
TAF9	1.46675102649802e-57	0.468554631970946	0.741	0.525	4.80184951054921e-53
C20orf24	1.6912438605879e-57	0.476996370526314	0.732	0.52	5.53679415079266e-53
ATAD3A	2.12301317913323e-57	0.643295705923408	0.377	0.198	6.95032054584636e-53
NAE1	2.98023983308569e-57	0.609226500573167	0.542	0.342	9.75670916555594e-53
TPM1	3.04986980015741e-57	0.406346372485314	0.855	0.665	9.98466375175533e-53
BAG2	4.86032931142373e-57	0.526698571362966	0.582	0.382	1.5911746099739e-52
EIF4G2	5.3767967407098e-57	0.439817400909248	0.833	0.618	1.76025571697357e-52
MBD2	6.22413694411258e-57	0.561422574741279	0.557	0.353	2.03765795276358e-52
BTF3	6.24454155131712e-57	0.359038424045084	0.927	0.755	2.0443380130702e-52
GTPBP4	7.123033053541e-57	0.530708860282087	0.497	0.296	2.33193856106825e-52
THRAP3	8.68514402170349e-57	0.43441852312253	0.732	0.52	2.84334244982529e-52
TALDO1	1.27070488558002e-56	0.41685669505555	0.787	0.581	4.16003365441187e-52
SHFM1	1.79694515904015e-56	0.350225186592659	0.936	0.759	5.88283906166564e-52
NUP88	1.90201170169247e-56	0.746377117041723	0.347	0.178	6.2268059090008e-52
FOXP4	2.32590095774225e-56	0.66233254919277	0.403	0.222	7.61453455545657e-52
SUZ12	2.34890801391116e-56	0.48528261480346	0.61	0.395	7.68985505594235e-52
PRIM1	2.83778408426676e-56	0.900131297407637	0.262	0.116	9.29033753507252e-52
CDC6	3.26633600509002e-56	0.686651612309586	0.388	0.211	1.06933308134637e-51
RDX	3.71087691324207e-56	0.475482403981656	0.648	0.434	1.21486688385719e-51
NDUFV2	3.78522998941155e-56	0.369776819303689	0.885	0.693	1.23920859393355e-51
CSRP2	4.21458814275338e-56	0.906108184708216	0.288	0.135	1.3797718661746e-51
THOP1	4.66579886072992e-56	0.488590248901718	0.465	0.271	1.52748923102576e-51
BCYRN1	6.07649815658768e-56	0.449986826832387	0.74	0.542	1.98932396650367e-51
ATAD5	7.01082365842358e-56	0.427244795901538	0.402	0.215	2.29520344929471e-51
SSBP1	8.21170014256643e-56	0.399306215027027	0.844	0.647	2.6883463926734e-51
RFC1	9.90168622161193e-56	0.489370173326937	0.673	0.463	3.24161403523132e-51
HMGN3	1.25404677394008e-55	0.504058646135961	0.621	0.412	4.10549832852502e-51
SLC25A3	1.30812891062858e-55	0.351437759932869	0.913	0.765	4.28255242761586e-51
C17orf89	1.62699201777778e-55	0.463594704382183	0.763	0.549	5.3264464678009e-51
UCHL5	2.04347271974292e-55	0.660090838560032	0.421	0.241	6.68992098989436e-51
ARPC5L	2.67949740192755e-55	0.558099795815147	0.562	0.359	8.77213859443042e-51
PNO1	3.63533315332657e-55	0.754873334341578	0.41	0.233	1.19013536773605e-50
GLRX5	4.06826361012454e-55	0.618391572118958	0.501	0.304	1.33186814068257e-50
IMMT	4.10892410726954e-55	0.473960507608497	0.612	0.407	1.3451795742379e-50
MGME1	5.99178315718612e-55	0.562950913615779	0.453	0.263	1.96158996999959e-50
CLTB	6.16079663572924e-55	0.467358036403489	0.716	0.501	2.01692160260504e-50
SMTN	6.34020612991166e-55	0.445720064790557	0.49	0.295	2.07565668281048e-50
IFRD1	6.38637055175824e-55	0.412265612706461	0.445	0.252	2.09076999123461e-50
NAA10	6.54726538112576e-55	0.463415190275598	0.705	0.493	2.14344374047295e-50
UFD1L	8.56919055684691e-55	0.382788769666049	0.857	0.667	2.80538160450054e-50
FGF1	8.72811877389108e-55	0.937994244413132	0.29	0.14	2.85741152419646e-50
NOP14	9.71872876078444e-55	0.584771874429258	0.449	0.262	3.18171742170561e-50
ZNF706	1.34156218768953e-54	0.447719833249871	0.778	0.572	4.39200629005798e-50
HCCS	1.85934775124993e-54	0.463195518582604	0.675	0.462	6.08713266804203e-50
SLBP	2.76465459795383e-54	0.594742350980946	0.57	0.373	9.05092622278126e-50
UBE2E3	2.79249531684433e-54	0.568633208421202	0.55	0.347	9.14207116828497e-50
RBX1	2.87725200039772e-54	0.403547158206036	0.753	0.553	9.41954759890206e-50
EIF1	2.93393741636611e-54	0.300707890145301	0.95	0.827	9.60512431369937e-50
MRPL15	2.99059098701523e-54	0.559080765018156	0.543	0.343	9.79059677329047e-50
BRCA1	3.46097243580283e-54	0.43316812475167	0.448	0.254	1.13305315603313e-49
HDGFRP3	3.78780129096527e-54	0.631020614839574	0.512	0.318	1.24005038663621e-49
MAP7D1	4.30233303665095e-54	0.505731823657575	0.603	0.4	1.40849778953879e-49
RPS21	4.39791285299981e-54	0.301366005092457	0.979	0.863	1.43978870981508e-49
UBB	4.7488974503613e-54	0.337893927807498	0.934	0.786	1.55469404729928e-49
AGPAT5	4.80821953046493e-54	0.558900285032224	0.451	0.264	1.57411490988361e-49
VDAC1	5.02293590197939e-54	0.386650152245937	0.86	0.672	1.64440875559001e-49
HIRIP3	8.35774361232237e-54	1.00329419793674	0.276	0.131	2.7361581038021e-49
CALM1	8.899967413569e-54	0.403745613992706	0.864	0.658	2.91367133185422e-49
S100A2	9.29848756069058e-54	0.539584776672385	0.518	0.32	3.04413885761888e-49
SLC25A37	9.99080339889931e-54	-0.911292297095005	0.753	0.752	3.27078921673166e-49
DNAJC8	1.07458375459317e-53	0.411002102414765	0.831	0.632	3.51797229578714e-49
ENY2	1.17795630074514e-53	0.399223534479648	0.827	0.621	3.85639333737943e-49
COX5A	1.20592747181805e-53	0.417261260470315	0.822	0.626	3.94796535723794e-49
AXL	1.47579292449386e-53	0.337069481167416	0.827	0.619	4.83145087620799e-49
NQO1	1.76796829015395e-53	0.458689133724091	0.73	0.519	5.78797458830602e-49
ATP5G1	1.94539819483192e-53	0.393179575247792	0.861	0.663	6.36884461024075e-49
AGAP2-AS1	2.19944168436316e-53	0.411982943171325	0.832	0.631	7.2005321862681e-49
NAA20	2.30203463114911e-53	0.458803000079988	0.595	0.391	7.53640097545596e-49
TRAP1	2.57932082605352e-53	0.622646204991692	0.336	0.174	8.44418052033401e-49
PSMB7	2.61744823757418e-53	0.372734198757822	0.83	0.642	8.56900204017036e-49
MRPS18C	2.71801227022965e-53	0.478288970446045	0.63	0.427	8.89822857027781e-49
EIF4A3	3.00092573399435e-53	0.641737006779248	0.411	0.234	9.8244306679507e-49
HIST1H1C	3.00290126775893e-53	0.908763943344816	0.362	0.205	9.83089817038918e-49
TOPBP1	3.58797715681835e-53	0.624230762521809	0.398	0.222	1.17463196159919e-48
EIF4G1	4.119354935928e-53	0.335770059751935	0.89	0.749	1.34859441892411e-48
ARPC1A	4.29088391353483e-53	0.388303896868529	0.857	0.652	1.40474957561303e-48
NOP16	4.64585570836648e-53	0.788661322191271	0.332	0.173	1.52096024180502e-48
TARS	4.86398764824308e-53	0.491313345921731	0.572	0.37	1.59237227628182e-48
HSPB1	4.87966685633118e-53	0.322661808444719	0.954	0.805	1.5975053354257e-48
GNA11	5.98932247326838e-53	0.514668976570295	0.522	0.325	1.9607843912986e-48
PFDN4	6.21453736273268e-53	0.48014095255555	0.609	0.403	2.03451524181142e-48
MAT2A	7.03448003743648e-53	0.424741518244778	0.582	0.376	2.30294807465596e-48
RTCB	7.9469019692621e-53	0.499338824455076	0.548	0.348	2.60165676669703e-48
NDUFA6	9.31082326917714e-53	0.526682583219819	0.646	0.448	3.04817732186321e-48
APEX1	9.54632678460355e-53	0.483267081406786	0.578	0.374	3.12527646274351e-48
STRAP	1.10171534397347e-52	0.463355343612222	0.715	0.507	3.60679569310036e-48
GINS4	1.24053605019836e-52	0.563199896535591	0.294	0.141	4.06126692113939e-48
ATG3	1.24950702989707e-52	0.544136906199342	0.552	0.356	4.09063611447701e-48
CCDC124	1.30470304372321e-52	0.619603952823436	0.496	0.31	4.27133682454103e-48
DDX46	1.38942564428022e-52	0.338052094703375	0.74	0.53	4.54870167424457e-48
MOB1A	1.59438387073398e-52	0.48025745738624	0.58	0.381	5.2196939160089e-48
YY1	1.7320340925151e-52	0.455334417191014	0.693	0.486	5.67033321207592e-48
ZWILCH	1.95391254256045e-52	0.806907297416441	0.271	0.127	6.39671888183442e-48
GTF3C6	2.17937626743786e-52	0.537830168603703	0.595	0.394	7.13484202433807e-48
CAPZA1	2.28120319953185e-52	0.423176335306349	0.742	0.537	7.46820303462736e-48
MRP63	2.97601826435803e-52	0.433286790634716	0.739	0.527	9.74288859385531e-48
PCBD1	3.77113278077863e-52	0.560631943018266	0.59	0.391	1.23459344977131e-47
PHAX	4.63900382596063e-52	0.50775476504659	0.555	0.356	1.51871707254299e-47
CS	5.42470385486163e-52	0.531470733136608	0.506	0.312	1.7759395480046e-47
STOML2	6.35032160073763e-52	0.537799539011255	0.57	0.374	2.07896828564948e-47
MIS18BP1	7.2215541503839e-52	0.613714787803986	0.301	0.148	2.36419239775268e-47
TRIM26	8.09975645753777e-52	0.501158630127595	0.532	0.333	2.65169826906872e-47
PDCD5	9.06734059941997e-52	0.381682646726469	0.812	0.598	2.96846596543811e-47
ARHGAP29	9.87721920485651e-52	0.507513809262349	0.475	0.288	3.23360402328592e-47
MRPS15	1.05059015430413e-51	0.458719623778936	0.675	0.46	3.43942204716086e-47
PSMD14	1.08753301149706e-51	0.366923973151647	0.831	0.633	3.56036557303909e-47
TOX2	1.14733708156787e-51	0.618336387289493	0.441	0.26	3.75615213763688e-47
FKBP3	1.17657470018943e-51	0.57660438065775	0.525	0.335	3.85187025348017e-47
XPO1	1.54510678679792e-51	0.369667290694066	0.702	0.49	5.05837059861904e-47
MAP7D3	1.63132731026623e-51	0.463864311963559	0.593	0.39	5.34063934834959e-47
RAD18	1.64366438511264e-51	0.81648587893098	0.272	0.131	5.38102846398177e-47
OAZ1	1.66774389689312e-51	0.275961804192499	0.974	0.861	5.45985996964868e-47
NELFE	2.22501127518278e-51	0.487366121417226	0.57	0.371	7.28424191269337e-47
RPL12	2.39199756714347e-51	0.284686030038673	0.963	0.824	7.83092163531429e-47
LSM12	2.80268676402565e-51	0.582823809152054	0.461	0.278	9.17543592806718e-47
ANAPC10	3.0634064756264e-51	0.490744719034651	0.528	0.334	1.00289801199057e-46
FH	3.18676922846475e-51	0.547968916242357	0.398	0.223	1.04328451001479e-46
RPS19BP1	3.42640109225729e-51	0.406354574855452	0.798	0.592	1.12173518958319e-46
NAA38	3.51093481677502e-51	0.339726990409923	0.707	0.499	1.1494098403158e-46
SLIRP	5.38213859915209e-51	0.462531521546	0.68	0.47	1.76200453459041e-46
PCBP2	6.65234670075717e-51	0.32145699415813	0.915	0.76	2.17784526289388e-46
RBL1	6.93604788955124e-51	0.619107726840438	0.335	0.176	2.27072335808129e-46
MTPN	7.17959111389049e-51	0.415537217419763	0.783	0.566	2.35045453886547e-46
SSSCA1	7.31522553246461e-51	0.571040710976515	0.481	0.296	2.39485853481827e-46
NABP2	7.63950926045523e-51	0.616226767479502	0.481	0.298	2.50102254168783e-46
ATP5D	7.84163128743164e-51	0.38646534205959	0.78	0.576	2.56719325087937e-46
MRPS18B	7.97446158331726e-51	0.489938160160847	0.58	0.388	2.6106792331464e-46
HNRNPF	8.56693786829275e-51	0.416381536564244	0.707	0.505	2.80464411932168e-46
CLPP	8.62377601094086e-51	0.542835842467476	0.531	0.341	2.82325179046182e-46
PSMD13	1.00428481195272e-50	0.389904171419593	0.733	0.53	3.28782761737081e-46
GNB2	1.41221599582013e-50	0.403636821708493	0.809	0.604	4.62331272711594e-46
PRSS23	1.46531343698576e-50	0.432100649016276	0.665	0.465	4.79714313000398e-46
RND3	1.57914112699032e-50	-0.43363608421936	0.913	0.871	5.16979222154091e-46
SEPHS1	1.75457672538848e-50	0.732686878763247	0.331	0.174	5.74413328357681e-46
PSMA1	1.83663557113773e-50	0.359930898474179	0.866	0.678	6.01277753279071e-46
HBEGF	2.0328778287013e-50	0.705288338060708	0.352	0.191	6.65523543560231e-46
NXT1	2.04968263344396e-50	0.634228952148521	0.431	0.259	6.71025100536883e-46
PPDPF	2.06369982890294e-50	0.422384323921696	0.71	0.499	6.75614049986246e-46
DCUN1D5	2.16967275229058e-50	0.589412791829399	0.446	0.267	7.10307465644891e-46
SLC1A5	2.24170838585539e-50	0.491125637381427	0.404	0.229	7.33890491361336e-46
GDI2	2.37923747473254e-50	0.54930620233551	0.587	0.395	7.78914764477937e-46
ARL3	2.75508569171537e-50	0.447216953957271	0.629	0.422	9.01959953753779e-46
DNAJC19	2.80694803884925e-50	0.533614246198706	0.576	0.382	9.18938648958468e-46
BTG3	2.89372073070202e-50	0.551511632215349	0.531	0.34	9.47346292817228e-46
MCM6	3.21292993228195e-50	0.628601092077854	0.374	0.209	1.05184900123047e-45
GTF3A	3.88002247141362e-50	0.439630338736576	0.701	0.495	1.27024175669139e-45
SGTA	4.60470496738028e-50	0.583343470323482	0.471	0.288	1.50748831222096e-45
KDM1A	4.72696822538062e-50	0.502589204280096	0.492	0.306	1.54751485762511e-45
IFRD2	4.88823974705247e-50	0.666674071731768	0.369	0.208	1.60031192839004e-45
C11orf83	5.11698528617701e-50	0.625331751035348	0.395	0.226	1.67519864298863e-45
USP7	5.18489852600467e-50	0.436365699151159	0.559	0.364	1.69743207944341e-45
UCK2	5.26867711259637e-50	0.786372911846371	0.338	0.182	1.7248595131218e-45
BCL7C	6.57181594400028e-50	0.609553802546103	0.479	0.298	2.15148110374681e-45
IKBKG	8.96016948582312e-50	0.469237988125566	0.596	0.4	2.93338028626877e-45
SF3B14	9.54833615210381e-50	0.38155778380508	0.81	0.606	3.12593428947574e-45
PPIH	9.71582350643943e-50	0.779486771573456	0.283	0.14	3.18076629953814e-45
KIF2A	9.9701820422125e-50	0.53545919809475	0.476	0.293	3.26403819697953e-45
ADSL	1.01482963232311e-49	0.602429693712026	0.452	0.277	3.32234925029939e-45
CTCF	1.12114699483563e-49	0.651942256490133	0.393	0.222	3.6704110316929e-45
CNOT7	1.15877190190824e-49	0.480688282262274	0.628	0.435	3.7935874524672e-45
HAUS1	1.45131940510503e-49	0.752648979236267	0.355	0.194	4.75132946843286e-45
AP2M1	1.74284100747868e-49	0.331777924770035	0.927	0.78	5.70571289028372e-45
MDH2	2.39488124038386e-49	0.42349699659145	0.772	0.569	7.84036220476868e-45
TMEM97	2.58568253989406e-49	0.724110214074384	0.317	0.167	8.46500749910517e-45
RABL6	2.58688732372673e-49	0.421908581577047	0.609	0.41	8.46895172041657e-45
ERI3	2.97040584990243e-49	0.500957110632976	0.557	0.363	9.72451467141058e-45
PSME3	3.00271084549664e-49	0.574134400253731	0.458	0.281	9.8302747659869e-45
MRPL52	3.34777070111232e-49	0.406488039034888	0.718	0.512	1.09599317213015e-44
CCNY	3.43164358005757e-49	0.385755282033292	0.805	0.625	1.12345147523925e-44
EXOSC9	4.2541509040486e-49	0.623495963985937	0.327	0.172	1.39272392296743e-44
STAU1	4.79126423240511e-49	0.431017643648771	0.663	0.462	1.56856408440479e-44
BARD1	4.83118956505063e-49	0.594736657429168	0.32	0.166	1.58163483980628e-44
FARSB	5.21164665418636e-49	0.686937094651292	0.393	0.225	1.70618888164753e-44
PAK2	5.77871365940302e-49	0.549798783117655	0.553	0.366	1.89183527781536e-44
DNAJC2	6.38844307536145e-49	0.349739184772079	0.529	0.333	2.09144849401183e-44
COPRS	7.56578478362969e-49	0.436551324890603	0.728	0.512	2.47688662246469e-44
POP5	7.92100395067351e-49	0.631985028622134	0.375	0.212	2.59317827337149e-44
APRT	8.56448527787328e-49	0.368427128804608	0.834	0.628	2.80384119027015e-44
HLA-C	9.1160433854125e-49	-0.402997672195179	0.946	0.905	2.98441028351634e-44
CCDC86	9.93473195555413e-49	0.723350279255513	0.338	0.185	3.25243254760931e-44
AK2	1.11613419881677e-48	0.426767151825284	0.6	0.405	3.65400014008633e-44
ABCF2	1.1587687287112e-48	0.711709307264217	0.33	0.176	3.79357706405473e-44
COX19	1.2943721195153e-48	0.445410935717039	0.592	0.393	4.2375154448692e-44
SDC1	1.40856748262695e-48	0.527590858780981	0.404	0.232	4.61136822462409e-44
ARPC2	1.45353498030235e-48	0.324802863717828	0.945	0.788	4.75858281851384e-44
MRPL19	1.69187571214774e-48	0.498280002658419	0.541	0.351	5.53886270642928e-44
DHX9	1.80830385931196e-48	0.433150145119211	0.574	0.377	5.9200251746155e-44
RPP30	2.2308687971431e-48	0.543779382657679	0.408	0.235	7.30341826808708e-44
TMEM14B	2.3008469064494e-48	0.375098597328266	0.888	0.692	7.53251260233405e-44
SRI	2.46753882105469e-48	0.384998624083555	0.794	0.599	8.07822859236884e-44
DRG1	2.92327129296337e-48	0.617613767339561	0.423	0.253	9.57020555890349e-44
PAK1IP1	3.01966938746176e-48	0.682323711376804	0.366	0.206	9.88579364067232e-44
MRPS12	3.7790601830234e-48	0.49086667481942	0.592	0.398	1.2371887227182e-43
ANXA1	4.47977967791181e-48	0.333113068767065	0.888	0.722	1.46659027095477e-43
POLR2I	4.63394363104871e-48	0.457032167301709	0.682	0.485	1.51706046593273e-43
VEPH1	5.01245657203252e-48	0.574705771491202	0.444	0.27	1.64097803255201e-43
HMGA1	6.46443868392059e-48	0.344890410294815	0.937	0.773	2.11632793634192e-43
THOC6	6.72729209559429e-48	0.765258082986179	0.273	0.135	2.20238088625566e-43
MKKS	6.89848195751697e-48	0.40642904963846	0.727	0.517	2.2584250232519e-43
BOLA3	7.15900234240419e-48	0.523207272734628	0.576	0.383	2.34371418685628e-43
GAS2L3	8.60972777411476e-48	0.49158204656582	0.266	0.127	2.81865267868969e-43
CALM3	8.65537058959502e-48	0.424751111956314	0.676	0.473	2.83359522362162e-43
SH3KBP1	9.59832055617981e-48	0.386142206743823	0.806	0.611	3.14229818368215e-43
RAB8A	9.92784493262361e-48	0.631734524998215	0.362	0.202	3.25017787404232e-43
DDX18	1.00416848904733e-47	0.364422758706675	0.588	0.385	3.28744679944314e-43
MRPS7	1.08457404620815e-47	0.518894441868143	0.542	0.353	3.55067851247625e-43
NPM3	1.13456612435091e-47	0.814012897864534	0.317	0.172	3.7143425779e-43
GTF2F1	1.16099983550116e-47	0.421911810024449	0.565	0.367	3.80088126146371e-43
TRMT112	1.53160809406509e-47	0.373556242748622	0.809	0.6	5.01417857835028e-43
ZC3H18	1.63854725789692e-47	0.432848506375977	0.454	0.272	5.36427601290293e-43
TCEB1	1.65025889472736e-47	0.350395352788807	0.876	0.68	5.40261756955842e-43
DNAJA2	1.65829864013108e-47	0.575342333413768	0.512	0.333	5.42893808806114e-43
RPL14	1.81937180888172e-47	0.295611844807504	0.952	0.806	5.95625942791696e-43
DTL	2.10418888470485e-47	0.619661456831505	0.351	0.196	6.88869357074673e-43
MRPL21	2.1694461302051e-47	0.449385583107886	0.608	0.413	7.10233274106545e-43
NUP37	2.47528741719945e-47	0.756275633351259	0.29	0.147	8.10359594642757e-43
POLR2K	3.05442212932205e-47	0.489761256281812	0.662	0.461	9.99956716697453e-43
SYNE2	3.30878214615843e-47	0.433768295091246	0.368	0.204	1.08322909900935e-42
KCNMA1	3.78039598491012e-47	0.592559562468261	0.413	0.243	1.23762603753987e-42
